artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Kelly Clarkson;Because of You;219493;2004;139.92;pop, R&B;0.583;5;-5.284
Drake;Pop Style;212946;2016;133.053;hip hop, pop, R&B;0.462;7;-10.027
Cam’ron;Oh Boy;204706;2002;83.014;hip hop, pop;0.767;6;-5.586
Enrique Iglesias;Do You Know? (The Ping Pong Song);219533;2007;114.999;pop, latin;0.759;8;-4.829
DJ Khaled;All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross);232506;2010;150.1;hip hop, pop;0.781;10;-3.616
Matchbox Twenty;Bent;256133;2000;95.468;pop, rock;0.83;6;-6.814
Just Jack;Starz In Their Eyes;295933;2006;123.802;Dance/Electronic;0.8;3;-6.731
AJR;Weak;201160;2017;123.98;rock;0.637;5;-4.518
Calvin Harris;Blame (feat. John Newman);212960;2014;128.024;hip hop, pop, Dance/Electronic;0.857;0;-4.078
Linkin Park;Breaking the Habit;196906;2003;100.021;rock, metal;0.849;4;-5.218
T.I.;Whatever You Like;249533;2008;150.053;hip hop, pop;0.687;9;-6.162
Jennifer Lopez;Get Right;225533;2005;97.084;hip hop, pop, R&B;0.759;0;-5.096
Mann;Buzzin Remix;224333;2011;104.029;hip hop, pop;0.939;10;-4.372
Avril Lavigne;I'm with You;223066;2002;151.95;pop;0.406;9;-7.462
Sam Sparro;Black & Gold - Radio Edit;212360;2008;135.968;pop, Dance/Electronic;0.703;4;-5.65
Dido;Thank You;218360;1999;79.984;pop;0.583;1;-9.942
Illy;Papercuts (feat. Vera Blue);255889;2016;191.863;hip hop, pop, Dance/Electronic;0.618;6;-6.304
Basshunter;Now You're Gone - Video Edit;148186;2008;147.99;pop;0.976;1;-5.503
Bone Thugs-N-Harmony;I Tried;287480;2007;81.995;hip hop, pop;0.71;4;-6.142
Kanye West;All Of The Lights;299613;2010;142.113;hip hop;0.803;1;-3.284
Blanco Brown;The Git Up;200593;2019;97.984;hip hop, country;0.678;9;-8.635
Avicii;Without You (feat. Sandro Cavazza);181672;2017;133.993;pop, Dance/Electronic;0.858;2;-4.844
Avicii;Lonely Together (feat. Rita Ora);181812;2017;102.977;pop, Dance/Electronic;0.666;5;-5.309
David Guetta;Bang My Head (feat. Sia & Fetty Wap);193333;2015;108.061;hip hop, pop, Dance/Electronic;0.869;0;-3.697
Christina Perri;A Thousand Years;285120;2011;139.028;pop;0.407;10;-7.445
P!nk;Try;247906;2012;103.998;pop;0.628;2;-7.079
Nicky Jam;X;172854;2019;179.968;latin;0.749;9;-5.298
Lil Nas X;Old Town Road;113000;2019;135.998;hip hop, pop;0.53;1;-6.112
Nelly;Ride Wit Me;291781;2000;101.875;hip hop, pop, R&B;0.7;7;-6.49
Kanye West;Heartless;211000;2008;87.999;hip hop;0.647;10;-5.983
Keri Hilson;Turnin Me On - Original Dirty;248066;2008;159.873;pop, R&B;0.584;1;-5.09
Maroon 5;Animals;231013;2014;189.868;pop;0.742;4;-6.46
Rihanna;What's My Name?;263173;2010;100.025;hip hop, pop, R&B;0.786;2;-2.959
Craig David;Fill Me In;257200;2000;132.493;hip hop, pop, R&B;0.744;8;-6.981
Far East Movement;Like A G6;216893;2010;124.913;hip hop, pop;0.837;3;-8.126
The Script;Superheroes;245466;2014;166.996;pop, rock;0.885;3;-4.121
Charli Baltimore;Down 4 U;318213;2002;83.133;pop;0.59;7;-7.442
Chris Brown;New Flame (feat. Usher & Rick Ross);244226;2014;141.967;hip hop, pop, R&B;0.629;1;-4.292
Rob Thomas;Lonely No More;226640;2005;171.79;pop, Folk/Acoustic;0.896;9;-3.152
Cher Lloyd;Want U Back;214013;2011;97.954;pop, Dance/Electronic;0.893;9;-2.963
MIKA;Love Today;235173;2006;124.484;pop;0.913;4;-4.981
Jax Jones;All Day And Night;169303;2019;121.908;hip hop, pop, Dance/Electronic;0.782;1;-4.101
The Pussycat Dolls;Stickwitu;207506;2005;79.918;pop, R&B;0.554;9;-6.408
Baby Bash;Baby, I'm Back;219920;2005;100.01;hip hop, pop, R&B, latin;0.365;9;-5.461
Gorillaz;DARE;244999;2005;120.264;hip hop;0.891;11;-5.852
Taylor Swift;Back To December;293026;2010;141.893;pop;0.67;2;-4.663
Rihanna;Disturbia;238626;2008;124.921;hip hop, pop, R&B;0.813;11;-4.515
Daniel Bedingfield;If You're Not The One;257026;2002;119.998;pop;0.538;10;-7.608
Calvin Harris;I Need Your Love (feat. Ellie Goulding);234506;2012;124.989;hip hop, pop, Dance/Electronic;0.869;8;-5.066
Taylor Swift;Cruel Summer;178426;2019;169.994;pop;0.702;9;-5.707
Pitbull;I Know You Want Me (Calle Ocho);237120;2009;127.045;hip hop, pop, latin;0.743;2;-5.995
Post Malone;Circles;215280;2019;120.042;hip hop;0.762;0;-3.497
T.I.;Live Your Life;338853;2008;159.841;hip hop, pop;0.862;11;-3.363
Mike Posner;I Took A Pill In Ibiza - Seeb Remix;197933;2016;101.969;hip hop, pop, Dance/Electronic;0.714;7;-6.645
Mis-Teeq;Scandalous - U.S. Radio Edit;238840;2004;99.971;pop, Dance/Electronic;0.668;0;-3.935
Taylor Swift;Bad Blood;211933;2014;170.216;pop;0.794;7;-6.104
Kelis;Millionaire;224933;2003;176.051;pop, R&B, Dance/Electronic;0.847;11;-6.636
Modjo;Lady - Hear Me Tonight;307153;2001;126.041;Dance/Electronic;0.808;6;-5.627
Usher;OMG (feat. will.i.am);269493;2010;129.998;hip hop, pop, R&B;0.745;4;-5.81
Tyga;Rack City;203200;2012;98.986;hip hop, pop;0.339;1;-10.881
Shontelle;Impossible;226533;2010;90.034;pop, R&B;0.624;8;-3.631
The Supermen Lovers;Starlight - Radio Edit;234400;2001;127.487;Dance/Electronic;0.679;0;-5.079
Ruff Endz;No More;242560;2000;97.004;R&B;0.641;10;-5.669
Britney Spears;Toxic;198800;2003;143.04;pop;0.838;5;-3.914
Angie Martinez;If I Could Go! (feat. Lil' Mo & Sacario);244466;2019;195.685;pop;0.643;9;-7.486
Jason Derulo;Tip Toe (feat. French Montana);187521;2017;98.062;hip hop, pop;0.709;10;-4.547
Paulo Londra;Adan y Eva;256971;2019;171.993;hip hop, latin, Dance/Electronic;0.709;1;-4.47
50 Cent;P.I.M.P.;249480;2003;84.722;hip hop, pop;0.772;10;-3.024
Ne-Yo;Let Me Love You (Until You Learn To Love Yourself);251626;2012;124.91;pop, R&B;0.677;5;-6.628
Lil Nas X;Panini;114893;2019;153.848;hip hop, pop;0.594;5;-6.146
Faithless;We Come 1 - Radio Edit;222435;2015;135.977;pop, Dance/Electronic;0.903;5;-10.587
Nickelback;Savin' Me;219320;2005;164.007;rock, metal;0.815;3;-4.088
Avril Lavigne;Nobody's Home;212413;2004;185.406;pop;0.907;5;-3.66
Red Hot Chili Peppers;Can't Stop;269000;2002;91.455;rock;0.938;9;-3.442
Clean Bandit;Rather Be (feat. Jess Glynne);227833;2014;120.97;pop, Dance/Electronic;0.586;11;-6.735
Jamiroquai;Little L;295400;2001;121.906;pop;0.724;10;-5.373
Ariana Grande;boyfriend (with Social House);186106;2019;190.097;pop;0.795;10;-3.731
INNA;Hot - Play & Win Radio Version;217036;2010;128.0;pop;0.939;7;-6.079
Daddy Yankee;Con Calma;193226;2019;93.989;latin;0.86;8;-2.652
Elvis Presley;A Little Less Conversation - JXL Radio Edit Remix;211506;2002;114.999;rock, easy listening;0.97;4;-5.972
Blue;All Rise;223546;2001;97.996;pop;0.737;5;-2.734
Backstreet Boys;Show Me the Meaning of Being Lonely;234960;1999;167.998;pop;0.625;6;-5.088
Jason Derulo;Talk Dirty (feat. 2 Chainz);177685;2013;100.315;hip hop, pop;0.652;6;-7.321
Garrett Nash;i hate u, i love u (feat. olivia o'brien);251033;2016;92.6;hip hop, pop;0.275;6;-13.4
Taylor Swift;Blank Space;231826;2014;95.997;pop;0.703;5;-5.412
P!nk;Who Knew;208493;2006;140.004;pop;0.734;9;-4.569
Erick Sermon;Music (feat. Marvin Gaye);223133;2001;100.01;hip hop, pop;0.466;10;-9.053
P!nk;Stupid Girls;197173;2006;100.04;pop;0.886;4;-5.045
Pretty Ricky;On the Hotline - Amended Version;242586;2007;92.988;hip hop, pop, R&B;0.854;10;-5.477
Rihanna;Stay;240706;2012;111.893;hip hop, pop, R&B;0.31;9;-10.164
Akon;Right Now (Na Na Na);240746;2008;137.982;pop;0.857;8;-4.194
Keri Hilson;Pretty Girl Rock;243920;2010;160.014;pop, R&B;0.87;11;-5.004
Madonna;Hung Up;337733;2005;125.02;pop;0.647;9;-7.695
Lil Baby;Yes Indeed;142273;2018;119.957;hip hop;0.346;5;-9.309
DJ Snake;You Know You Like It;247266;2014;196.093;hip hop, pop, Dance/Electronic;0.725;5;-5.346
Big Brovaz;Nu Flow;201480;2001;148.062;pop;0.726;7;-8.718
Jennifer Lopez;Love Don't Cost a Thing;221226;2001;97.577;hip hop, pop, R&B;0.842;4;-5.115
Omarion;Post to Be (feat. Chris Brown & Jhene Aiko);226580;2014;97.448;hip hop, pop, R&B;0.676;10;-5.655
Selena Gomez;Come & Get It;231986;2013;79.979;pop;0.787;7;-4.1
David Guetta;She Wolf (Falling to Pieces) [feat. Sia];222500;2012;129.973;hip hop, pop, Dance/Electronic;0.857;7;-2.634
Tinashe;2 On (feat. ScHoolboy Q);227000;2014;101.013;hip hop, pop, R&B, Dance/Electronic;0.595;9;-7.51
OneRepublic;Love Runs Out;224226;2014;120.022;pop;0.935;7;-3.752
Missy Elliott;Work It;263226;2002;101.868;hip hop, pop, R&B;0.677;1;-5.603
S Club 7;Have You Ever;201533;2001;139.909;pop;0.702;0;-5.734
Lady Gaga;Telephone;220640;2009;122.014;pop;0.836;3;-5.903
Cascada;Evacuate The Dancefloor;207200;2009;127.029;hip hop, pop, Dance/Electronic;0.702;0;-5.87
Swedish House Mafia;Save The World;213337;2011;126.879;pop, Dance/Electronic;0.665;0;-7.598
Sheck Wes;Mo Bamba;183906;2018;146.034;hip hop;0.625;4;-5.266
Avril Lavigne;Sk8er Boi;204000;2002;149.937;pop;0.9;0;-4.417
3 Doors Down;When I'm Gone;260333;2002;148.095;pop, rock, metal;0.768;7;-5.611
Black Eyed Peas;My Humps;326960;2005;123.95;hip hop, pop;0.682;1;-5.924
Drake;Nice For What;210746;2018;93.372;hip hop, pop, R&B;0.909;8;-6.474
Dave;Location (feat. Burna Boy);241293;2019;109.979;hip hop;0.496;9;-5.969
Ariana Grande;One Last Time;197266;2014;125.026;pop;0.593;8;-5.036
Katy Perry;Last Friday Night (T.G.I.F.);230746;2012;126.03;pop;0.815;3;-3.796
Jennifer Lopez;Play;211493;2001;104.719;hip hop, pop, R&B;0.729;1;-4.229
Pitbull;Time of Our Lives;229360;2014;124.022;hip hop, pop, latin;0.802;1;-5.797
Timbaland;Apologize;184400;2007;118.016;hip hop, pop, R&B;0.604;8;-6.017
Ed Sheeran;Don't;219840;2014;95.049;pop;0.608;1;-7.008
Iggy Azalea;Black Widow;209423;2014;163.99;hip hop, pop;0.72;11;-3.753
Alex & Sierra;Little Do You Know;185200;2014;145.879;pop;0.292;0;-8.554
Sia;Elastic Heart;257200;2014;130.075;pop;0.791;9;-4.998
Pitbull;Don't Stop the Party (feat. TJR);206120;2012;127.008;hip hop, pop, latin;0.958;4;-3.617
Sam Smith;Too Good At Goodbyes;201000;2017;91.873;pop;0.372;5;-8.237
E-40;U and Dat (feat. T. Pain & Kandi Girl);202720;2006;99.992;hip hop, pop;0.484;6;-7.448
Black Eyed Peas;Hey Mama;214893;2003;100.15;hip hop, pop;0.866;4;-6.345
Pitbull;Hey Baby (Drop It to the Floor) (feat. T-Pain);234453;2011;128.024;hip hop, pop, latin;0.912;10;-3.428
Janet Jackson;Doesn't Really Matter;265026;2001;99.316;pop, R&B;0.796;5;-3.081
Mabel;Don't Call Me Up;178480;2019;98.994;pop, Dance/Electronic;0.881;9;-2.853
Pitbull;Give Me Everything (feat. Ne-Yo, Afrojack & Nayer);252306;2011;129.024;hip hop, pop, latin;0.939;8;-3.206
NLE Choppa;Shotta Flow (feat. Blueface) [Remix];176631;2019;120.08;hip hop;0.511;2;-4.768
21 Savage;a lot;288624;2018;145.972;hip hop;0.636;1;-7.643
Gareth Gates;Anyone of Us (Stupid Mistake);227866;2003;106.986;pop;0.72;1;-6.061
Cheat Codes;No Promises (feat. Demi Lovato);223503;2017;112.956;pop, Dance/Electronic;0.667;10;-5.445
Gabriella Cilmi;Sweet About Me;202133;2008;131.977;R&B;0.701;6;-5.035
Kelly Rowland;Stole;249293;2002;79.993;hip hop, pop, R&B;0.718;7;-4.984
Rita Ora;R.I.P. (feat. Tinie Tempah);228026;2012;72.022;hip hop, pop, Dance/Electronic;0.831;11;-3.443
Pharrell Williams;Frontin' (feat. Jay-Z) - Club Mix;236506;2003;102.009;hip hop, pop;0.404;9;-5.913
The Roots;The Seed (2.0);267933;2002;111.121;hip hop;0.957;7;-2.281
Lost Frequencies;Are You With Me - Radio Edit;138842;2014;121.03;pop, Dance/Electronic;0.574;5;-9.882
Alessia Cara;Scars To Your Beautiful;230226;2016;194.169;pop, R&B;0.739;0;-5.74
Billie Eilish;lovely (with Khalid);200185;2018;115.284;pop, Dance/Electronic;0.296;4;-10.109
Taylor Swift;You Belong With Me;231146;2008;129.964;pop;0.771;6;-4.424
DB Boulevard;Point Of View - Radio Edit;231166;2018;129.006;Dance/Electronic;0.715;6;-6.854
Baha Men;Who Let The Dogs Out;198400;2000;129.221;R&B;0.887;0;-4.505
Usher;Pop Ya Collar - Radio Edit;210813;2016;106.957;hip hop, pop, R&B;0.8;5;-3.944
Daya;Sit Still, Look Pretty;202221;2016;181.994;rock, pop, Dance/Electronic;0.739;2;-4.081
P!nk;U + Ur Hand;214386;2006;141.04;pop;0.891;0;-3.688
A.R. Rahman;Jai Ho! (You Are My Destiny);222400;2009;136.202;set();0.941;8;-3.919
Katy Perry;Unconditionally;228878;2013;129.003;pop;0.729;7;-4.813
Kylie Minogue;Spinning Around;207866;2000;120.043;pop, Dance/Electronic;0.662;6;-7.645
Rae Sremmurd;Powerglide (feat. Juicy J) - From SR3MM;332300;2018;173.948;hip hop, pop;0.831;1;-4.75
Flo Rida;My House;192190;2015;94.006;hip hop, pop;0.702;7;-4.792
Dr. Dre;The Next Episode;161506;1999;95.295;hip hop;0.909;10;-2.429
John Legend;Green Light (feat. André 3000);284186;2008;77.506;pop, R&B;0.882;9;-5.59
MKTO;Classic;175426;2012;102.071;hip hop, pop;0.791;1;-4.689
R. City;Locked Away (feat. Adam Levine);227480;2015;118.413;pop;0.671;1;-5.709
Britney Spears;If U Seek Amy;216520;2008;129.954;pop;0.587;4;-7.296
The Game;My Life;320893;2008;148.113;hip hop, pop;0.766;11;-5.018
Ciara;Like a Boy;237053;2006;132.035;pop, R&B;0.724;0;-5.751
David Guetta;Play Hard (feat. Ne-Yo & Akon);201000;2012;130.072;hip hop, pop, Dance/Electronic;0.921;8;-1.702
Lil' Kim;Magic Stick;359973;2019;92.98;hip hop, pop, R&B;0.498;2;-7.872
Shakira;Hips Don't Lie (feat. Wyclef Jean);218093;2005;100.024;pop, latin;0.824;10;-5.892
Years & Years;King;215360;2015;119.977;pop, Dance/Electronic;0.848;4;-4.125
DMX;Party Up;268866;1999;201.936;hip hop, pop;0.931;11;-3.302
Miley Cyrus;Wrecking Ball;221360;2013;119.964;pop;0.422;5;-6.262
Travis Scott;SICKO MODE;312820;2018;155.008;hip hop, Dance/Electronic;0.73;8;-3.714
Nicki Minaj;Bed Of Lies;269946;2014;86.01;hip hop, pop;0.67;11;-5.779
Olly Murs;Troublemaker (feat. Flo Rida);185586;2012;106.008;pop, Dance/Electronic;0.863;0;-3.689
Little Mix;Black Magic;211773;2015;111.987;pop;0.896;4;-4.467
The Weeknd;Starboy;230453;2016;186.054;pop, R&B;0.594;7;-7.028
Toby Keith;As Good As I Once Was;227840;2005;119.075;country;0.87;5;-4.461
D4L;Laffy Taffy;224253;2005;77.499;hip hop, pop;0.439;7;-7.994
Cashmere Cat;Miss You (with Major Lazer & Tory Lanez);186231;2018;100.028;pop, rock;0.641;1;-4.502
Christina Milian;Dip It Low;197186;2004;169.131;hip hop, pop, R&B;0.722;11;-4.207
Trey Songz;Can't Help but Wait;206413;2007;94.977;hip hop, pop, R&B;0.699;8;-5.564
Justin Timberlake;"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")";236001;2016;113.03;pop;0.83;0;-5.715
The Script;Hall of Fame (feat. will.i.am);202533;2012;84.786;pop, rock;0.873;10;-4.343
Sia;The Greatest (feat. Kendrick Lamar);210226;2016;191.944;pop;0.725;1;-6.127
Kid Cudi;Day 'N' Nite (Nightmare);221240;2009;138.018;hip hop;0.443;11;-6.359
Bryson Tiller;Exchange;194613;2015;160.108;hip hop, pop, R&B;0.433;6;-10.598
Ludacris;Southern Hospitality (Featuring Pharrell);300933;2000;95.158;hip hop, pop;0.896;0;-4.719
Sia;Chandelier;216120;2014;117.089;pop;0.787;1;-2.88
Chris Brown;With You;252120;2007;86.009;hip hop, pop, R&B;0.693;3;-4.298
blackbear;do re mi;212027;2017;111.002;hip hop, pop, Dance/Electronic;0.593;8;-6.35
Katy Perry;The One That Got Away;227333;2012;133.962;pop;0.792;1;-4.023
Craig David;Fill Me In;257200;2000;132.493;hip hop, pop, R&B;0.744;8;-6.981
Brian McFadden;Almost Here;229826;2004;77.984;set();0.452;9;-7.324
Maroon 5;Don't Wanna Know (feat. Kendrick Lamar);214265;2018;100.047;pop;0.61;7;-6.124
Akon;Lonely;235800;2004;90.098;pop;0.532;5;-7.88
Gym Class Heroes;Ass Back Home (feat. Neon Hitch);222213;2011;130.034;hip hop, pop;0.838;10;-4.289
Selena Gomez & The Scene;Love You Like A Love Song;188453;2011;117.009;pop, Dance/Electronic;0.678;1;-3.87
Taio Cruz;Higher;187626;2010;128.027;hip hop, pop;0.907;8;-5.069
Scissor Sisters;Comfortably Numb;266040;2004;116.972;pop, rock, Dance/Electronic;0.924;7;-6.466
DJ Snake;Middle;220573;2016;104.981;hip hop, pop, Dance/Electronic;0.7;9;-5.331
Logic;Everyday;204746;2018;149.908;hip hop, pop;0.741;1;-4.099
Bad Bunny;Callaita;250533;2019;176.169;latin;0.624;2;-4.773
Geri Halliwell;It's Raining Men;254640;2001;136.482;pop;0.929;5;-6.03
Sean Paul;Gimme the Light;228000;2002;107.288;hip hop, pop;0.761;2;-5.529
Paloma Faith;Only Love Can Hurt Like This;232893;2014;90.99;pop, R&B, Dance/Electronic;0.885;8;-4.528
Diddy;I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans];285586;2004;199.764;hip hop, pop;0.471;1;-7.392
Tinie Tempah;Girls Like (feat. Zara Larsson);196000;2016;120.028;hip hop, pop, Dance/Electronic;0.804;0;-3.406
Mariah Carey;Don't Forget About Us - Radio Edit;233866;2005;143.555;pop, R&B;0.529;10;-6.816
3 Doors Down;Kryptonite;233933;2000;99.009;pop, rock, metal;0.865;11;-5.708
Melanie C;Never Be The Same Again;294200;1999;160.067;pop, Dance/Electronic;0.685;3;-5.153
Fall Out Boy;Thnks fr th Mmrs;203506;2007;154.837;rock;0.891;10;-5.057
Britney Spears;I'm a Slave 4 U;203600;2001;110.027;pop;0.843;5;-3.579
Anne-Marie;Ciao Adios;200104;2017;106.083;pop, Dance/Electronic;0.882;4;-3.078
David Guetta;Without You (feat. Usher);208133;2012;127.884;hip hop, pop, Dance/Electronic;0.614;2;-3.727
The Streets;Fit but You Know It;254266;2004;172.302;hip hop, Dance/Electronic;0.844;6;-1.729
Billie Eilish;Bored;180933;2017;119.959;pop, Dance/Electronic;0.318;7;-12.695
Silentó;Watch Me (Whip / Nae Nae);185131;2015;139.982;hip hop;0.768;8;-8.522
Cassie;Me & U;192213;2006;99.99;pop, R&B;0.454;8;-4.802
Ariana Grande;no tears left to cry;205920;2018;121.993;pop;0.713;9;-5.507
Kanye West;Mercy;329320;2012;139.993;hip hop;0.496;6;-9.381
Rihanna;Diamonds;225146;2012;91.972;hip hop, pop, R&B;0.71;11;-4.92
Britney Spears;Gimme More;251240;2007;113.324;pop;0.844;2;-3.131
Kylie Minogue;Love at First Sight;238266;2001;124.994;pop, Dance/Electronic;0.774;3;-6.066
Frank Ocean;Pink + White;184516;2016;159.738;hip hop, pop, R&B;0.552;9;-7.45
DMX;X Gon' Give It To Ya;217586;2007;95.027;hip hop, pop;0.899;10;-3.09
Akon;Smack That;212360;2006;118.988;pop;0.743;5;-5.166
Busta Rhymes;I Know What You Want (feat. Flipmode Squad);324306;2002;85.996;hip hop, pop;0.759;6;-4.315
Amanda Perez;Angel;218760;2003;143.772;pop, R&B;0.54;0;-6.849
Akon;Don't Matter;293066;2006;125.139;pop;0.454;2;-6.035
Olly Murs;Up (feat. Demi Lovato);224293;2014;114.948;pop, Dance/Electronic;0.845;9;-4.676
James Blunt;Goodbye My Lover;258653;2005;89.567;pop;0.261;4;-12.591
Clean Bandit;Tears (feat. Louisa Johnson);225914;2016;130.037;pop, Dance/Electronic;0.77;5;-3.645
LeAnn Rimes;I Need You;229826;2001;144.705;pop, country;0.736;7;-7.124
Drake;One Dance;173986;2016;103.967;hip hop, pop, R&B;0.625;1;-5.609
Usher;Love in This Club (feat. Young Jeezy);259720;2008;140.012;hip hop, pop, R&B;0.712;0;-5.976
Baby Bash;Suga Suga;239026;2003;82.331;hip hop, pop, R&B, latin;0.748;5;-3.041
Delta Goodrem;Born to Try;251280;2003;133.838;pop;0.589;8;-6.813
Kanye West;Gold Digger;207626;2005;93.034;hip hop;0.696;1;-5.572
Marshmello;FRIENDS;202620;2018;95.079;pop, Dance/Electronic;0.88;9;-2.384
Nick Jonas;Close;234213;2016;123.996;pop;0.623;6;-5.273
Milky Chance;Stolen Dance;313684;2014;114.016;set();0.581;11;-8.813
Ayo & Teo;Rolex;238586;2017;144.946;hip hop, pop;0.886;1;-2.512
Vengaboys;Shalala Lala;214819;2000;124.017;pop;0.901;2;-5.802
Sebastian Ingrosso;Reload - Radio Edit;221272;2013;128.045;pop, Dance/Electronic;0.724;9;-4.633
David Guetta;When Love Takes Over (feat. Kelly Rowland);191000;2010;129.967;hip hop, pop, Dance/Electronic;0.862;11;-4.614
Flo Rida;Wild Ones (feat. Sia);232946;2012;127.075;hip hop, pop;0.86;5;-5.324
Melanie C;I Turn To You;352173;1999;135.205;pop, Dance/Electronic;0.803;1;-5.825
The Pussycat Dolls;I Hate This Part;218400;2008;111.572;pop, R&B;0.612;5;-4.371
Liam Payne;Strip That Down;204502;2017;106.028;pop;0.485;6;-5.595
Kings of Leon;Sex on Fire;203346;2008;153.398;rock;0.905;9;-5.653
Ja Rule;Mesmerize;278693;2002;90.079;hip hop, pop, R&B;0.646;1;-6.653
6ix9ine;GUMMO;157643;2018;157.036;hip hop;0.775;2;-4.926
Eminem;Shake That;274440;2005;107.005;hip hop;0.643;1;-5.785
Ronan Keating;Life Is A Rollercoaster;234826;2000;118.981;pop, rock;0.791;0;-8.923
Leona Lewis;Run;314720;2007;142.365;pop, R&B;0.462;5;-6.166
Calvin Harris;Outside (feat. Ellie Goulding);227266;2014;128.035;hip hop, pop, Dance/Electronic;0.823;2;-4.123
Tyga;Taste (feat. Offset);232959;2018;97.994;hip hop, pop;0.559;0;-7.442
JAY-Z;Big Pimpin';283066;1999;138.083;hip hop;0.814;11;-6.307
Rob $tone;Chill Bill (feat. J. Davi$ & Spooks);177184;2016;108.034;hip hop;0.427;6;-10.028
Kent Jones;Don't Mind;198236;2016;158.777;hip hop;0.771;8;-4.503
ZAYN;PILLOWTALK;203686;2016;124.909;pop, Dance/Electronic;0.702;11;-4.271
Dua Lipa;IDGAF;217946;2017;97.028;pop;0.544;7;-5.975
Drake;Jumpman;205879;2015;142.079;hip hop, pop, R&B;0.558;1;-7.448
Lily Allen;The Fear;207120;2009;134.002;pop;0.847;10;-6.948
The Corrs;Breathless;207506;2000;126.988;pop, Folk/Acoustic;0.82;11;-7.754
Jack White;Another Way to Die;262240;2007;141.933;rock, blues;0.765;4;-4.23
Beyoncé;Deja Vu (feat. Jay-Z);240280;2007;105.253;pop, R&B;0.746;7;-4.941
Rae Sremmurd;Swang;208120;2016;139.992;hip hop, pop;0.314;8;-9.319
B.o.B;Airplanes (feat. Hayley Williams of Paramore);180480;2010;93.033;hip hop, pop;0.867;6;-4.285
The Weeknd;"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack";252226;2014;119.844;pop, R&B;0.381;2;-5.922
JAY-Z;Empire State Of Mind;276920;2009;173.585;hip hop;0.956;11;-1.538
Jason Aldean;Dirt Road Anthem;229413;2010;127.037;country;0.739;2;-5.068
P!nk;Raise Your Glass;202960;2010;122.019;pop;0.709;7;-5.006
P!nk;Try;247906;2012;103.998;pop;0.628;2;-7.079
Limp Bizkit;Rollin' (Air Raid Vehicle);213760;2000;96.306;metal;0.933;1;-3.358
Coldplay;Hymn for the Weekend;258266;2015;90.027;rock, pop;0.693;0;-6.487
Gwen Stefani;What You Waiting For?;221226;2004;136.027;pop, R&B;0.948;5;-2.557
LL Cool J;Luv U Better;287000;2002;95.022;hip hop, pop, R&B;0.806;6;-3.9
Moloko;The Time Is Now;318280;2000;127.962;pop, Dance/Electronic;0.743;9;-10.644
Drake;Passionfruit;298940;2017;111.98;hip hop, pop, R&B;0.463;11;-11.377
G-Unit;Wanna Get To Know You;265026;2003;76.91;hip hop, pop;0.826;10;-3.651
Ludacris;Stand Up;213760;2003;99.057;hip hop, pop;0.84;6;-4.855
Evanescence;Call Me When You're Sober;214706;2006;93.41;metal;0.883;7;-4.094
Kesha;Blah Blah Blah (feat. 3OH!3);172053;2010;120.003;pop, Dance/Electronic;0.836;10;-3.173
Kungs;This Girl - Kungs Vs. Cookin' On 3 Burners;195561;2016;121.969;pop, Dance/Electronic;0.705;0;-4.684
YG;BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj);237240;2018;203.911;hip hop, pop;0.346;1;-7.709
OneRepublic;Wherever I Go;169773;2016;99.961;pop;0.689;10;-6.444
DJ Khaled;I'm On One;296146;2011;149.33;hip hop, pop;0.807;11;-3.499
Jim Jones;We Fly High;236080;2006;120.226;hip hop, pop;0.8;1;-6.564
KALEO;Way down We Go;219560;2015;81.663;rock, classical;0.578;10;-5.798
Flipp Dinero;Leave Me Alone;195637;2019;150.024;hip hop, pop;0.743;7;-2.806
Natti Natasha;Criminal;232549;2017;79.997;pop, latin;0.813;2;-3.023
BTS;Boy With Luv (feat. Halsey);229773;2019;119.991;pop;0.862;11;-4.757
Busta Rhymes;I Know What You Want (feat. Flipmode Squad);324306;2002;85.996;hip hop, pop;0.759;6;-4.315
JAY-Z;Dirt Off Your Shoulder;245173;2003;163.971;hip hop;0.655;1;-7.147
OneRepublic;Rich Love (with Seeb);201256;2017;104.592;pop;0.872;1;-3.641
Lana Del Rey;Doin' Time;202192;2019;144.982;pop;0.559;7;-11.132
Soulja Boy;Crank That (Soulja Boy);221933;2007;140.141;hip hop, pop;0.74;0;-2.18
Iyaz;Replay;182306;2009;91.031;hip hop, pop;0.751;9;-6.323
Eminem;Like Toy Soldiers;296880;2004;79.178;hip hop;0.768;8;-3.489
Special D.;Come With Me - Radio Edit;185133;2004;139.982;pop;0.999;7;-5.077
Basement Jaxx;Romeo;217493;2001;126.853;pop, Dance/Electronic;0.829;2;-4.171
Chingy;Holidae In;314400;2003;153.067;hip hop, pop, R&B;0.791;7;-5.909
Lil' Kim;The Jump Off (feat. Mr. Cheeks) - Remix;234800;2003;104.946;hip hop, pop, R&B;0.752;1;-8.831
Ariana Grande;The Way;227026;2013;82.324;pop;0.878;5;-3.208
